video_id,author,create_time,description,play_count,like_count,comment_count,share_count,is_aigc,aigc_badge_type,ai_gc_description_parsed,hashtags,hashtag_ai_signal,hashtag_ai_matches,caption_ai_signal,caption_ai_match,status,raw_source_used,manual_ai
7220279961402314010,rickhoso,1681102446,"""""",402.0,24.0,1.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279961956011266,josephkalolotavita,1681102442,"""Jesus is powerful🙌🥺""",2567.0,464.0,3.0,3.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279960198466822,filipinabisaya,1681102436,"""Baby Shoes Anti- slip  Toddler shoes Children's floor footwear Newborn baby Socks kids shoes #footwear  #babysocks  #newbornfoot   #CapCut  #tiktokshop  #fypシ゚viral """,208.0,1.0,0.0,0.0,False,,"""""",footwear;babysocks;newbornfoot;CapCut;tiktokshop;fypシ,False,,False,,ok,metadata_csv,
7220279961016405275,tranthikimhong75,1681102448,"""Đường vào núi Cấm - Châu  Đoc - An Giang.""",6104.0,105.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279960198483202,miiluna08,1681102437,"""#នឹកឃើញចេះតែយំបំភ្លេចគេមិនបានទេ🙂🥺 #songsad😔🍀🥀_កំដរអារម្មណ៌ #ahleak4388 """,1178.0,427.0,0.0,2.0,False,,"""""",ន;songsad;ahleak4388,False,,False,,ok,metadata_csv,
7220279960785653019,thammysacngocspa81,1681102443,"""#tiktokawardsvn2023 chúc cả nhà buổi trưa vvhp """,2938.0,115.0,4.0,3.0,False,,"""""",tiktokawardsvn2023,False,,False,,ok,metadata_csv,
7220279958982216965,zami9194,1681102437,"""#viral_video_tiktoktreanding #foryou """,146.0,20.0,2.0,0.0,False,,"""""",viral_video_tiktoktreanding;foryou,False,,False,,ok,metadata_csv,
7220279958524939547,bombaydaw25,1681102447,"""gagawin lahat para sa pamilya 🥰😘""",218.0,2.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279958793424154,tokomanggadua,1681102450,"""#viralvideo #pyp #fyp #sepatumurah """,566.0,27.0,4.0,0.0,False,,"""""",viralvideo;pyp;fyp;sepatumurah,False,,False,,ok,metadata_csv,
7220279961486101765,danialprinceshorkoti,1681102435,"""""",132.0,24.0,1.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279958717926683,weerawaew,1681102444,"""อากาศแบบนี้ใช้ชีวิตอยู่ยากจริงๆ""",163.0,10.0,2.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279959581986050,mdkorimmollah70,1681102438,"""#CapCut """,169.0,34.0,0.0,14.0,False,,"""""",CapCut,False,,False,,ok,metadata_csv,
7220279962023087365,reylanecaintoy143,1681102438,"""Wala daw me lingaw""",50.0,9.0,4.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279960244587803,larisaalexfilip,1681102466,"""💪😇😇""",97.0,23.0,1.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279960295034118,meggallardo432,1681102438,"""""",231.0,7.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279961964399874,user058268783,1681102438,"""সাপোর্ট করলে সাপোর্ট পাবেন """,116.0,10.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279960064331035,kaarina.id,1681102446,"""140ribuan udah dapat blouse secantik ini? bahannya juga anti kusut 😍 #serunyabarengramadhan #bajulebaran2023 #diskonlebaran #murahmeriah #ironless #ironlessblouse """,181.0,4.0,1.0,0.0,False,,"""""",serunyabarengramadhan;bajulebaran2023;diskonlebaran;murahmeriah;ironless;ironlessblouse,False,,False,,ok,metadata_csv,
7220279959149989125,vallesitos,1681102436,"""""",64.0,2.0,0.0,1.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279960693460230,karleydi21,1681102437,"""mi bendi❤️""",255.0,26.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279959443541253,hoelle_des_teufels,1681102436,"""""",365.0,45.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279961364532507,naveed.awan.083,1681102447,"""""",161.0,23.0,1.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279958705343749,maiirahernandez15,1681102438,"""❤️ #CapCut #tiktok #maiira #You #parati #mamá #unaplauso ❤️""",670.0,30.0,1.0,0.0,False,,"""""",CapCut;tiktok;maiira;You;parati;mamá;unaplauso,False,,False,,ok,metadata_csv,
7220279958525005083,liesyakuza07,1681102451,"""""",201.0,27.0,2.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279959544237320,nnurjanah1992,1681102438,"""""",701.0,13.0,0.0,1.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279961268096261,kamrankhanmarwat18,1681102437,"""""",21.0,12.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279958994799899,tomi.manis,1681102447,"""""",176.0,12.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279960806640923,merrylm12,1681102443,"""YES I AM! ❤️✨""",59.0,4.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279959925968133,morocho.360,1681102437,"""""",170.0,3.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279958151728411,aswita_comel12,1681102451,"""#CapCut """,63.0,11.0,1.0,3.0,False,,"""""",CapCut,False,,False,,ok,metadata_csv,
7220279958868872450,mdemon97230586183,1681102438,"""""",187.0,56.0,4.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279961964350722,taraxettri863,1681102438,"""मरिहत्ते पनि के गर्नु ?त्यो चिजको लागि जुन मनमा  थियो किस्मतमा थिएन्🙂#😔🙂 #foryoupageofficiall #viralvideos #surkhetmuser🇳🇵tiktok #brokenheart💔 #@Renumagar💟 @karishma rana magar @punam Rana 😊😚 @dalli😘 """,682.0,186.0,13.0,3.0,False,,"""""",foryoupageofficiall;viralvideos;surkhetmuser;brokenheart,False,,False,,ok,metadata_csv,
7220279958415985947,useruaus1qn145,1681102446,"""""",436.0,68.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7220279961859427611,kwil2203,1681102450,"""#anakstrong  #galaubrutal #fypberandamuシ #stroyanksiang #jakartabarat #storygalau💔🥀 """,281.0,31.0,0.0,0.0,False,,"""""",anakstrong;galaubrutal;fypberandamuシ;stroyanksiang;jakartabarat;storygalau,False,,False,,ok,metadata_csv,
7201684323752332570,edthesaurus,1676772808,"""Entry sa bunsoooo! 😂""",322.0,9.0,1.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684324683353346,kasemking12,1676772813,"""""",137.0,21.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684324247276801,tmderii_labib,1676772816,"""😄✨🤍...#fyp #aesthetic #trending #video #foryoupage #bangladesh #viralvideo #fpyシ #fpy #foryou #bdtiktokofficial🇧🇩 #bdtiktokofficial🇧🇩 #viraltiktok #1millionaudition #glowup #bd_editz🇧🇩🔥 """,139.0,12.0,0.0,0.0,False,,"""""",fyp;aesthetic;trending;video;foryoupage;bangladesh;viralvideo;fpyシ;fpy;foryou;bdtiktokofficial;bdtiktokofficial;viraltiktok;1millionaudition;glowup;bd_editz,False,,False,,ok,metadata_csv,
7201684325602004230,milliemicielito,1676772804,"""MILLIE TQMMDDD <3 FELICIDADES 🫶🏼🫶🏼🫶🏼""",935.0,185.0,0.0,1.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684321713933574,nanakuami712,1676772806,"""""",415.0,10.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322296827163,anak_lanang_love_story,1676772804,"""@ayahekenzie2@user7328675738738""",29.0,5.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684323676785946,malikalfan1328,1676772807,"""🥺🥺🥺#cintadamai #malikbauolibebasduetnobaper """,288.0,61.0,4.0,5.0,False,,"""""",cintadamai;malikbauolibebasduetnobaper,False,,False,,ok,metadata_csv,
7201684325140630810,janioloveujanje,1676772804,"""#BariEid """,72.0,31.0,4.0,0.0,False,,"""""",BariEid,False,,False,,ok,metadata_csv,
7201684323592932634,vinamart1730,1676772807,"""22 new canvass shoes Korean style single shoes casual shoes women❤️❤️#canvassshoes #cod #freeshiping #legitaffiliate#linkbelow👇👇👇 """,201.0,1.0,0.0,0.0,False,,"""""",canvassshoes;cod;freeshiping;legitaffiliate;linkbelow,False,,False,,ok,metadata_csv,
7201684323408383258,newyearpeemaisaranya,1676772805,"""เจ้าแมวชื่อจ้อน""",136.0,11.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684323311963394,user3797671720021,1676772815,"""""",7.0,3.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684324716956954,shaidkhankhetran5,1676772802,"""""",23.0,6.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684323848752386,.1181did.that,1676772812,"""""",141.0,42.0,5.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684324473752834,alexamrito0,1676772817,"""""",109.0,40.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684323634810138,rachel.88,1676772802,"""""",161.0,19.0,2.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322904984837,angela14cd,1676772805,"""""",206.0,8.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322900856090,rajalrajalmintje,1676772806,"""""",108.0,21.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684325316709674,guku9blue,1676772807,"""""",29.0,9.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322347224346,hafeezullahhafe53,1676772805,"""""",85.0,28.0,5.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684323685240069,precious.blac,1676772806,"""#CapCut """,22.0,9.0,0.0,0.0,False,,"""""",CapCut,False,,False,,ok,metadata_csv,
7201684325048388865,sohelry6,1676772816,"""""",231.0,54.0,4.0,1.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322204519685,theisingrid,1676772802,"""""",53.0,0.0,0.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322728889602,musharofrhomanmas,1676772810,"""#VFly """,17.0,13.0,3.0,0.0,False,,"""""",VFly,False,,False,,ok,metadata_csv,
7201684323676736794,adnanbourat37,1676772806,"""""",65.0,22.0,1.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322364001542,dante.vilchis,1676772802,"""""",676.0,13.0,0.0,5.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322733018370,aiseav10,1676772811,"""#duet with @BabyQuan😘😍 #explorepage✨ #GratefulVibes👌 """,196.0,10.0,0.0,0.0,False,,"""""",duet;explorepage;GratefulVibes,False,,False,,ok,metadata_csv,
7201684324851191066,muliyana497,1676772806,"""""",334.0,14.0,1.0,0.0,False,,"""""",,False,,False,,ok,metadata_csv,
7201684322951122203,sihmacanhitamhitam,1676772805,"""""",206.0,25.0,0.0,1.0,False,,"""""",,False,,False,,ok,metadata_csv,
